0.500000		-1.242326e+208		1.920151e+209		-2.452361e+208		-1.235134e+208		3.888172e+208		-8.125157e+208		-4.091918e+207		-2.459211e+208		inf		-4.849599e+208		inf		5.259863e+207		-2.376871e+209		1.196231e+208		-8.468251e+198		-8.468251e+198		-3.627791e+203		1.092750e+208		-1.198976e+208		3.827473e+208		-1.241445e+208		1.029976e+208		-3.085369e+207		-1.851634e+208		-1.733539e+208		2.735749e+209		-3.738105e+190		0.000000e+00		-3.604223e+203		-3.604798e+203		5.263788e+204		-1.796959e+208		4.644009e+208		-3.584936e+203		3.378423e+207		9.370512e+207		3.370528e+209		-1.067698e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
1.500000		-1.611031e+208		1.920148e+209		-2.466049e+208		-1.380676e+208		3.888172e+208		-8.216937e+208		-4.424565e+207		-4.300588e+208		2.809642e+216		-4.851004e+208		-3.677545e+216		5.259863e+207		-2.436960e+209		9.842355e+207		0.000000e+00		0.000000e+00		-3.630863e+203		1.092910e+208		-1.337996e+208		3.827469e+208		-1.388503e+208		1.029976e+208		-3.306096e+207		-1.970768e+208		-2.040000e+208		2.738604e+209		-3.738105e+190		-6.033605e+198		-3.604222e+203		-3.605385e+203		5.263519e+204		-1.845683e+208		4.644009e+208		0.000000e+00		3.378423e+207		8.621563e+207		3.373652e+209		-1.085932e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
2.500000		-1.685088e+208		1.920143e+209		-2.480657e+208		-1.435806e+208		3.888172e+208		-8.332714e+208		-4.477434e+207		-4.844030e+208		-4.619122e+216		-4.851653e+208		-4.362487e+215		5.259863e+207		-2.502727e+209		9.628054e+207		-0.000000e+00		-0.000000e+00		2.213354e+199		-2.025237e+206		-1.403427e+208		3.827465e+208		-1.444294e+208		1.029975e+208		-3.348249e+207		-2.016031e+208		-2.196106e+208		2.744276e+209		-6.684138e+199		-6.756147e+199		-3.604221e+203		-3.606423e+203		5.262749e+204		-1.911018e+208		4.644009e+208		0.000000e+00		3.378423e+207		4.504276e+206		3.380014e+209		-1.111208e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
3.500000		-1.705534e+208		1.920136e+209		-2.493056e+208		-1.449872e+208		3.888172e+208		-8.449784e+208		-4.490678e+207		-4.995989e+208		-1.130549e+216		-4.852098e+208		-4.557127e+215		5.259863e+207		-2.579980e+209		9.625776e+207		-7.840606e+199		-7.943166e+199		-3.640819e+203		-2.408494e+206		-1.431243e+208		3.827461e+208		-1.458489e+208		1.029975e+208		-3.361013e+207		-2.035548e+208		-2.264990e+208		2.752878e+209		-9.406792e+199		-9.443926e+199		-3.604220e+203		-3.608328e+203		6.676047e+204		-2.027824e+208		4.644008e+208		0.000000e+00		3.378423e+207		8.088125e+207		3.420742e+209		-1.151090e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
4.500000		-1.710662e+208		1.920129e+209		-2.502878e+208		-1.442065e+208		3.888172e+208		-8.556528e+208		-4.493312e+207		-5.039693e+208		3.344050e+216		-4.852474e+208		-1.505883e+215		5.259863e+207		-2.671656e+209		9.711369e+207		-1.000000e+200		-1.000000e+200		-3.648711e+203		-2.984324e+206		-1.434888e+208		3.827457e+208		-1.450597e+208		1.029975e+208		-3.366216e+207		-2.049289e+208		-2.274133e+208		2.764677e+209		0.000000e+00		0.000000e+00		-3.604218e+203		-3.612210e+203		7.386287e+204		-2.158859e+208		4.644008e+208		-4.817202e+203		3.378423e+207		7.549519e+207		3.465847e+209		-1.194367e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
5.500000		-1.709070e+208		1.920120e+209		-2.510299e+208		-1.422831e+208		3.888172e+208		-8.647362e+208		-4.491458e+207		-5.052863e+208		2.107411e+216		-4.852840e+208		-1.453948e+215		5.259863e+207		-2.780163e+209		9.890857e+207		0.000000e+00		0.000000e+00		2.698580e+202		-3.920642e+206		-1.423151e+208		3.827451e+208		-1.431146e+208		1.029975e+208		-3.369075e+207		-2.063837e+208		-2.244790e+208		2.780075e+209		0.000000e+00		0.000000e+00		-3.604216e+203		-3.620337e+203		9.788691e+204		-2.270919e+208		4.644008e+208		-4.206937e+201		3.378423e+207		7.199735e+207		3.517288e+209		-1.229725e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
6.500000		-1.702429e+208		1.920108e+209		-2.515332e+208		-1.402744e+208		3.888172e+208		-8.720764e+208		-4.486347e+207		-5.041928e+208		1.794052e+216		-4.853229e+208		-1.280636e+215		5.259863e+207		-2.907064e+209		1.016975e+208		0.000000e+00		0.000000e+00		-3.672028e+203		-5.790344e+206		-1.406747e+208		3.827444e+208		-1.410825e+208		1.029975e+208		-3.370726e+207		-2.080970e+208		-2.204247e+208		2.799587e+209		-8.923349e+199		-8.932281e+199		-3.604214e+203		-3.635892e+203		1.395525e+205		-2.336062e+208		4.644006e+208		-3.613151e+203		3.378423e+207		7.152658e+207		3.573502e+209		-1.250113e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
7.500000		-1.697031e+208		1.920085e+209		-2.520543e+208		-1.387268e+208		3.888172e+208		-8.801848e+208		-4.482189e+207		-5.030000e+208		2.194889e+216		-4.853825e+208		-9.766640e+214		5.259864e+207		-3.115167e+209		1.048494e+208		-9.999798e+199		-9.999809e+199		-3.692481e+203		-5.804958e+206		-1.392831e+208		3.827432e+208		-1.395170e+208		1.029975e+208		-3.376735e+207		-2.113284e+208		-2.170272e+208		2.834210e+209		-8.922842e+199		-8.922842e+199		-3.604210e+203		-3.662551e+203		1.796619e+205		-2.357566e+208		4.644004e+208		-1.535526e+202		3.378423e+207		7.197459e+207		3.664311e+209		-1.257913e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
8.500000		-1.703034e+208		1.919991e+209		-2.527747e+208		-1.376237e+208		3.888171e+208		-8.908920e+208		-4.485794e+207		-5.036095e+208		4.845608e+216		-4.855026e+208		-4.379837e+214		5.259865e+207		-3.580912e+209		1.062597e+208		-1.000125e+200		-1.000119e+200		-3.764612e+203		-1.097224e+207		-1.382326e+208		3.827382e+208		-1.384019e+208		1.029975e+208		-3.392681e+207		-2.246291e+208		-2.144874e+208		2.918323e+209		-0.000000e+00		-0.000000e+00		-3.608905e+203		-3.728979e+203		2.842606e+205		-2.339753e+208		4.643994e+208		-3.717192e+203		3.378423e+207		7.259404e+207		3.878068e+209		-1.254971e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
9.500000		-1.716341e+208		1.919672e+209		-2.528774e+208		-1.370187e+208		3.888167e+208		-8.938794e+208		-4.494445e+207		-5.036874e+208		-3.604617e+213		-4.856651e+208		-1.360290e+214		5.259868e+207		-4.238098e+209		1.041349e+208		-9.999320e+199		-9.999355e+199		-3.994500e+203		-1.112674e+207		-1.376062e+208		3.827211e+208		-1.377922e+208		1.029975e+208		-3.478441e+207		-2.732405e+208		-2.129831e+208		3.039502e+209		-2.509523e+199		-2.530601e+199		-3.624086e+203		-3.844323e+203		8.238322e+205		-2.290510e+208		4.643957e+208		-3.168500e+203		3.378423e+207		7.282944e+207		4.149418e+209		-1.241244e+208		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		nan		
