# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	3.612771e-54
R3	1.382583e-12
R4	0.000000e+00
R6	2.307165e+10
R8	0.000000e+00
R9	7.519083e-21
R10	1.465481e-38
R11	4.565339e-15
R12	2.066131e-06
R13	4.688971e-17
R14	2.557058e-10
R15	3.448458e-26
R16	2.295975e-01
R18	8.869754e-11
R19	5.731315e-18
R21	6.916193e-08
R22	3.772469e-08
R23	2.693157e-08
R26	6.823676e+04
R27	6.252061e-11
R28	3.548169e-09
R30	3.473402e+00
R31	6.718400e-05
R32	3.110504e+01
R33	1.978710e+04
R34	7.816551e-13
R35	5.311884e-02
R36	2.477193e-14
R37	4.928511e-07
R38	1.547474e-10
R39	1.320297e-11
R41	8.620860e-42
R44	3.223870e-05
R45	7.164480e-08
R46	3.582240e-09
R47	6.009531e-14
R48	1.689045e-09
R49	5.185766e-17
R50	3.286418e-05
R51	7.002473e-08
R52	1.214087e-05
R53	1.138427e-02
R54	3.523256e-11
R57	4.398804e-19
R59	1.625880e-06
R60	1.872518e+01
R61	1.315979e+00
R62	2.044101e-09
R63	2.206279e-05
R64	1.082479e-02
R65	5.366890e-03
R66	3.351377e+00
R67	6.052624e-02
R68	1.747676e-06
R69	4.769395e-08
R70	2.557043e+05
R71	1.704696e+06
R73	1.207895e-13
R74	1.717424e-14
R75	1.778678e-09
R76	1.922431e-05
R77	1.922431e-04
R78	9.005642e-03
R79	2.822507e+00
R80	1.290818e-10
R81	1.431620e+07
R82	2.349596e-13
R83	1.151507e-07
R84	3.814086e-01
R85	5.098325e-13
R86	3.110843e-13
R87	1.153880e-17
R91	9.192573e-03
R93	9.083112e-03
R94	1.023260e-04
R95	1.383985e-06
R96	9.189369e+00
R97	1.012384e-12
R98	7.110983e-04
R108	1.246346e-09
R109	3.665388e-02
R110	5.461525e+04
R111	3.050626e+05
R112	4.943932e+03
R113	5.828415e+03
R114	1.165683e+04
R115	3.366838e-06
R118	7.135389e+11
R120	2.563041e-71
R121	1.855749e-54
R122	9.397448e-33
R123	1.690326e+05
R127	8.113834e-02
R128	1.556709e-37
R129	1.877813e-20
R130	3.414946e+03
R131	7.303652e-03
R132	8.043031e-04
R133	2.301509e+04
R134	1.255368e+04
R135	3.762634e-09
R136	9.312420e-03
R137	2.254639e+01
R138	3.667184e+01
R140	4.402580e+02
R141	2.201290e+01
R142	6.671790e+03
R143	4.667837e+01
R145	7.587206e+04
R146	7.043386e+05
R147	1.173132e+05
R148	6.020155e+05
R149	7.210491e-11
R152	8.196541e+03
R153	4.635530e+03
R154	2.897206e+02
R155	8.933440e-01
R156	3.573776e-21
R157	2.061450e+04
R159	4.558830e+00
R160	4.231750e-03
R161	5.106079e-03
R162	2.547595e+07
R165	3.906745e-04
R166	3.444634e-01
R167	4.085301e+07
R168	4.062851e+06
R180	4.009325e+10
R181	8.909612e+08
R182	3.842270e+09
R192	6.967377e+11
R193	1.382583e-12
R195	1.224631e-01
R196	1.491288e-22
R197	8.001618e-03
R198	3.612468e+01
R199	1.770705e+03
R200	2.124846e+03
R202	4.204751e+03
R203	1.787756e+04
R204	8.692155e-02
R205	1.242514e-14
R206	4.714272e+02
R209	8.539108e-02
R214	4.271477e-45
R215	2.476534e-05
R216	0.000000e+00
R217	3.243368e-07
R218	3.103780e+02
R221	6.767779e-02
R222	1.589379e-01
R223	6.281873e+02
R224	3.466822e+05
R225	2.376283e-01
R226	4.537985e-09
R227	1.460061e+04
R228	0.000000e+00
R229	0.000000e+00
R230	0.000000e+00
R231	0.000000e+00
R232	0.000000e+00
R244	1.121354e-12
R245	2.671045e-08
R246	2.273282e-01
R247	1.746414e+06
R248	1.783415e-03
R250	9.747139e+02
R251	9.747139e+02
R252	1.460132e+02
R254	4.133174e+00
R255	1.818294e-05
R257	1.043323e+11
R261	8.247219e+08
R263	0.000000e+00
R264	0.000000e+00
R266	0.000000e+00
R267	0.000000e+00
R268	0.000000e+00
R269	0.000000e+00
R271	0.000000e+00
R272	0.000000e+00
R273	0.000000e+00
R274	0.000000e+00
R275	0.000000e+00
R389	1.004170e+00
R390	3.704762e+00
R391	1.372563e+03
R393	4.043184e-01
R394	4.043184e-01
R395	3.830746e-01
R396	6.282936e+03
R397	8.149940e-01
R398	1.440829e+04
R399	8.975622e+02
R400	8.385151e+03
R401	1.048602e+05
R402	7.426862e+04
R403	5.131169e+04
R404	7.426862e+03
R405	1.030092e+04
R406	3.017093e+04
R407	7.562285e+00
R408	1.596619e+07
R409	3.004833e+06
R411	5.008055e+07
R412	3.046567e+07
R413	1.764219e+08
R414	3.682738e+04
R415	1.336010e+08
R416	5.458554e+07
R419	2.359547e+05
R420	8.426954e+04
R421	3.394264e-09
R422	2.231593e+01
R423	1.382045e+06
R424	4.653729e+03
R425	1.728524e-02
R426	4.410343e+08
R427	4.410343e+08
R428	3.765704e-04
R433	5.971457e+08
R434	7.542920e+07
R441	2.643809e+12
R444	2.361946e+08
R445	2.067915e+11
R446	0.000000e+00
R447	7.825858e-04
R448	8.047415e+03
R449	1.407983e+07
R450	5.303402e+07
R451	3.519957e+06
R452	4.377113e-01
R453	2.042653e+00
R454	6.455851e+11
R455	5.259450e+09
R456	1.210005e+06
R458	1.678470e+12
R464	2.727047e+08
R465	4.412810e+04
R466	4.412810e+04
R468	3.471654e-03
R469	6.294076e+02
R470	4.144932e+05
R471	6.225136e+01
R472	8.524246e-06
R477	9.973819e-08
R478	9.973819e-08
R479	4.461094e-18
R480	1.527948e-17
R481	2.424493e-03
R482	3.072007e-06
R483	9.963492e+03
R485	2.482296e-06
R486	2.482296e-06
R487	2.799026e+01
R488	3.667457e-06
R489	6.295982e+03
R490	8.899689e-01
R491	1.135725e+05
R492	4.500943e-02
R493	7.061511e+06
R494	5.093335e-03
R495	1.183946e-12
R496	5.904045e-02
R499	1.919101e-01
R500	1.745092e-03
R501	2.400921e+07
R502	6.934071e+01
R503	3.291971e-01
R504	5.361846e+04
R505	3.808834e-06
R511	3.510668e+12
R512	2.064696e+09
R513	3.116971e+08
R522	3.386437e+08
R525	1.313382e+06
R526	5.306181e+04
R527	0.000000e+00
R528	0.000000e+00
R533	0.000000e+00
R536	0.000000e+00
R537	0.000000e+00
R543	0.000000e+00
R544	0.000000e+00
R545	0.000000e+00
R547	0.000000e+00
R548	0.000000e+00
R551	0.000000e+00
R553	0.000000e+00
R554	0.000000e+00
R555	0.000000e+00
R556	0.000000e+00
R557	0.000000e+00
R558	0.000000e+00
R559	0.000000e+00
R560	0.000000e+00
R561	6.850205e+09
R562	0.000000e+00
R563	0.000000e+00
R564	0.000000e+00
R565	0.000000e+00
R566	0.000000e+00
R567	0.000000e+00
R569	0.000000e+00
R570	0.000000e+00
R571	0.000000e+00
R572	0.000000e+00
R574	0.000000e+00
R575	0.000000e+00
R576	0.000000e+00
R577	0.000000e+00
R578	0.000000e+00
R579	0.000000e+00
R596	1.306809e+07
R597	9.583269e+07
R598	5.353595e+04
R599	2.632184e+05
R608	1.909437e-16
R617	6.310812e-14
R618	9.974021e-04
R645	1.768513e+01
M2	7.128885e+07
M3	2.253866e+05
M4	6.805157e+07
M5	3.891844e+03
M6	1.204371e+08
M7	8.439383e-02
M9	5.140913e+02
M10	7.138030e+05
M12	7.380856e+11
M13	2.213711e+07
M16	1.024078e+10
M17	2.260907e+12
M18	8.867831e+05
M19	3.608062e+10
M21	0.000000e+00
M31	3.720097e+11
M34	1.844317e+11
M35	3.089068e+12
M37	1.501111e-03
M38	1.115793e+01
M44	5.150995e+02
M45	0.000000e+00
M46	0.000000e+00
M47	0.000000e+00
M48	0.000000e+00
M49	0.000000e+00
M50	0.000000e+00
M51	0.000000e+00
M52	0.000000e+00
M53	0.000000e+00
M54	0.000000e+00
M55	0.000000e+00
M56	2.647653e+00
M57	1.810875e+04
M58	2.174870e+01
M73	2.950279e+03
P1	9.277282e+10
P2	9.031445e+10
P3	2.750081e+11
P4	2.116259e+12
P5	4.055668e+09
P6	1.551210e+10
P7	1.310605e+11
P20	2.114688e+08
P21	1.624433e+08
P22	1.441128e+04
P23	3.110297e+03
P24	4.119461e+00
P27	8.264391e+01
P28	1.770941e+01
P29	1.770941e+01
P30	0.000000e+00
P32	8.448788e+07
P33	1.092161e+08
P34	1.236408e+07
P35	2.314287e+10
P36	3.766682e+12
P37	1.230859e+11
P38	0.000000e+00
P40	3.614586e+03
P45	0.000000e+00
P46	0.000000e+00
P47	0.000000e+00
P48	0.000000e+00
P49	0.000000e+00
P50	0.000000e+00
P51	0.000000e+00
P52	0.000000e+00
P53	0.000000e+00
P54	0.000000e+00
P56	1.216991e+00
P57	2.781140e-03
P58	1.686321e+00
P59	2.107901e+00
P60	4.215803e-01
P61	3.721494e+02
P62	7.121265e+02
P63	1.576852e+03
P64	1.373387e+03
P65	1.119056e+03
P66	3.051971e+02
T1	5.528331e+00
T2	1.772605e-13
T3	1.626542e-08
T14	1.307227e-25
T15	2.395481e-25
T16	3.003207e-14
T17	6.805048e+07
T18	1.116953e+03
T19	7.810209e-31
T20	2.175853e-29
T21	1.452434e-44
T22	6.384947e-46
T23	3.812803e-14
T24	1.594190e-17
T25	2.659002e-16
T26	1.386331e-34
T27	2.314622e-07
T28	1.122223e-46
T29	6.034790e-45
T30	1.056014e-28
T31	9.764816e-04
T32	1.187196e+08
T33	4.748364e-37
T34	1.451758e-41
T35	5.792792e-42
T36	2.573530e-02
T37	2.289578e-04
T38	6.108276e-01
T41	0.000000e+00
T42	0.000000e+00
T43	0.000000e+00
T44	0.000000e+00
T46	1.032675e+10
T47	7.331572e-01
T48	2.035303e-10
T49	8.214791e-10
T53	0.000000e+00
T54	0.000000e+00
T55	0.000000e+00
T56	0.000000e+00
T58	0.000000e+00
T59	0.000000e+00
