# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	1.998613e-54
R3	6.320422e-13
R4	0.000000e+00
R6	1.100219e+11
R8	0.000000e+00
R9	4.895032e-28
R10	7.341926e-43
R11	4.873670e-23
R12	1.836867e-13
R13	2.103429e-21
R14	3.544080e-16
R15	2.316365e-31
R16	1.941462e-06
R18	4.330175e-21
R19	1.907933e-26
R21	6.564543e-18
R22	3.580660e-18
R23	1.213217e-18
R26	4.024834e-01
R27	8.973620e-20
R28	8.193531e-16
R30	3.043517e-06
R31	2.645623e-05
R32	9.426202e+00
R33	1.063027e+03
R34	1.354653e-16
R35	1.523167e-02
R36	2.882865e-16
R37	1.378310e-07
R38	3.023466e-16
R39	1.263465e-17
R41	1.039019e-42
R44	4.773080e-05
R45	1.581394e-07
R46	7.906972e-09
R47	2.260998e-15
R48	5.319747e-11
R49	6.936977e-18
R50	2.902686e-05
R51	1.442107e-16
R52	2.675214e-12
R53	2.500681e-11
R54	4.032982e-15
R57	4.248080e-24
R59	2.338891e-13
R60	6.931085e-05
R61	6.834728e-06
R62	9.289094e-18
R63	1.789972e-12
R64	1.190694e-09
R65	2.485324e-11
R66	2.382308e-05
R67	3.489014e-04
R68	7.192771e-07
R69	1.636658e-14
R70	3.458503e+01
R71	2.305669e+02
R73	2.201708e-18
R74	1.288560e-21
R75	7.021357e-16
R76	1.890009e-11
R77	1.890009e-10
R78	3.237212e-12
R79	2.731422e-04
R80	6.144698e-11
R81	1.303103e+07
R82	3.061408e-18
R83	7.987467e-13
R84	1.204154e-05
R85	2.063075e-13
R86	1.258825e-13
R87	1.495927e-21
R91	4.572531e-05
R93	6.020608e-07
R94	1.356111e-08
R95	3.226353e-10
R96	3.249134e-05
R97	8.569859e-12
R98	1.001827e-07
R108	2.127697e-13
R109	3.717722e-10
R110	2.730906e-02
R111	8.200478e-02
R112	1.208635e-04
R113	1.063231e+00
R114	2.126462e+00
R115	1.135983e-14
R118	9.591569e+11
R120	8.274554e-71
R121	3.180448e-57
R122	1.868487e-35
R123	1.152447e+04
R127	6.519557e-07
R128	1.585326e-40
R129	5.569056e-23
R130	1.550162e+02
R131	1.056446e-05
R132	1.163488e-06
R133	2.465695e+02
R134	1.344924e+02
R135	6.785127e-15
R136	1.747083e-06
R137	4.698512e-03
R138	7.642158e-03
R140	2.431466e-03
R141	1.215733e-04
R142	2.918149e-01
R143	2.424866e-04
R145	1.535207e+04
R146	6.119681e+05
R147	2.800038e+04
R148	1.697584e+05
R149	1.817492e-14
R152	5.576180e+03
R153	3.153596e+03
R154	1.970998e+02
R155	2.630136e-01
R156	2.595130e-22
R157	2.671364e+03
R159	9.959603e-01
R160	6.361987e-04
R161	7.676448e-04
R162	1.745245e+08
R165	6.008989e-06
R166	5.901022e-03
R167	3.369076e+06
R168	3.349818e+05
R180	9.225060e+09
R181	2.050013e+08
R182	8.840683e+08
R192	2.291729e+11
R193	6.320422e-13
R195	2.143402e-04
R196	2.381895e-23
R197	1.465279e-07
R198	8.830805e-04
R199	1.384566e+02
R200	1.661479e+02
R202	1.768286e+02
R203	1.094190e+00
R204	7.331130e-09
R205	4.086291e-14
R206	1.881565e-02
R209	1.871473e-01
R214	2.310443e-43
R215	3.665758e-06
R216	0.000000e+00
R217	2.528865e-11
R218	1.879561e-01
R221	1.812187e-06
R222	5.236582e-04
R223	3.896322e-03
R224	3.556668e+04
R225	9.358323e-03
R226	3.755310e-09
R227	1.615499e+00
R228	0.000000e+00
R229	0.000000e+00
R230	0.000000e+00
R231	0.000000e+00
R232	0.000000e+00
R244	3.344796e-13
R245	5.772381e-09
R246	5.511393e-06
R247	7.068206e+03
R248	2.512907e-07
R250	9.339085e-03
R251	9.339085e-03
R252	2.043040e-02
R254	2.028677e+00
R255	3.025677e-09
R257	8.576576e+10
R261	1.130857e+08
R263	0.000000e+00
R264	0.000000e+00
R266	0.000000e+00
R267	0.000000e+00
R268	0.000000e+00
R269	0.000000e+00
R271	0.000000e+00
R272	0.000000e+00
R273	0.000000e+00
R274	0.000000e+00
R275	0.000000e+00
R389	5.707320e-05
R390	1.840596e-04
R391	6.819024e-02
R393	1.060946e-02
R394	1.060946e-02
R395	1.004904e-02
R396	2.231174e+02
R397	2.762182e-02
R398	5.113483e+02
R399	3.187392e+01
R400	2.967584e+02
R401	3.122946e+01
R402	6.925411e-01
R403	4.779786e-01
R404	6.925411e-02
R405	9.595509e-02
R406	1.113076e+00
R407	8.953946e+00
R408	1.890440e+07
R409	4.651203e+06
R411	7.752006e+07
R412	4.715803e+07
R413	1.720797e+08
R414	4.124588e+04
R415	1.496302e+08
R416	6.113462e+07
R419	5.809039e+05
R420	2.074657e+05
R421	3.651321e-12
R422	9.865894e+00
R423	2.166004e+06
R424	2.887242e+03
R425	4.074784e-03
R426	4.018351e+09
R427	4.018351e+09
R428	2.415420e-06
R433	2.743782e+08
R434	1.201327e+07
R441	1.012975e+12
R444	2.190321e+08
R445	6.203155e+10
R446	0.000000e+00
R447	4.316568e-05
R448	1.625011e-01
R449	1.367342e+07
R450	5.150320e+07
R451	3.418354e+06
R452	1.064216e+00
R453	4.966339e+00
R454	1.682187e+11
R455	1.961003e+09
R456	1.208876e+05
R458	6.028518e+11
R464	2.097110e+08
R465	9.869247e+03
R466	9.869247e+03
R468	1.244653e-07
R469	1.751860e-03
R470	8.007713e+04
R471	8.982479e+00
R472	9.737416e-07
R477	2.076385e-14
R478	2.076385e-14
R479	1.981006e-20
R480	6.591569e-20
R481	3.109008e-09
R482	3.710119e-12
R483	7.482073e+00
R485	2.627239e-12
R486	2.627239e-12
R487	5.370597e-04
R488	7.763138e-12
R489	5.653742e-02
R490	1.397732e-07
R491	9.032216e-02
R492	2.022154e-03
R493	1.107299e+05
R494	4.021974e-05
R495	1.616674e-17
R496	1.254512e-03
R499	9.623428e-03
