X3	7.131319e+14	4.933667e-11
X53	1.363701e+22	9.434504e-04
X1	6.123361e+17	4.236330e-08
X56	2.260893e+08	1.564156e-17
X54	4.987025e+21	3.450178e-04
X2	6.331618e+16	4.380408e-09
X4	4.491189e+10	3.107143e-15
X5	2.895208e+14	2.002994e-11
X7	2.615624e+22	1.809570e-03
X6	1.908158e+17	1.320123e-08
X52	1.300892e+25	8.999973e-01
X20	1.020387e+24	7.059351e-02
X22	3.419107e+14	2.365444e-11
X61	1.249670e+09	8.645601e-17
X19	1.560844e+02	1.079840e-23
X58	1.232996e+05	8.530243e-21
X59	4.114225e+04	2.846348e-21
X80	3.617928e+07	2.502994e-18
X60	8.919194e+06	6.170574e-19
X21	4.238759e+20	2.932504e-05
X62	5.619076e+04	3.887450e-21
X24	5.903393e+08	4.084149e-17
X63	3.718832e-04	2.572802e-29
X23	2.809253e+08	1.943528e-17
X71	2.445436e+03	1.691828e-22
X25	1.939206e+07	1.341603e-18
X26	1.259012e-18	8.710233e-44
X64	5.893443e-07	4.077266e-32
X27	2.333759e+02	1.614566e-23
X28	3.609714e-05	2.497311e-30
X29	1.142748e+04	7.905880e-22
X30	3.434069e+00	2.375795e-25
X31	4.579177e+09	3.168016e-16
X32	6.097292e+07	4.218294e-18
X33	4.753022e+08	3.288287e-17
X34	8.219748e+04	5.686675e-21
X35	2.962462e+04	2.049523e-21
X36	1.575641e-01	1.090077e-26
X40	0.000000e+00	0.000000e+00
X41	0.000000e+00	0.000000e+00
X76	0.000000e+00	0.000000e+00
X77	0.000000e+00	0.000000e+00
X42	0.000000e+00	0.000000e+00
X43	0.000000e+00	0.000000e+00
X74	0.000000e+00	0.000000e+00
X75	0.000000e+00	0.000000e+00
X44	0.000000e+00	0.000000e+00
X45	0.000000e+00	0.000000e+00
X46	0.000000e+00	0.000000e+00
X47	0.000000e+00	0.000000e+00
X48	0.000000e+00	0.000000e+00
X68	0.000000e+00	0.000000e+00
X73	0.000000e+00	0.000000e+00
X78	0.000000e+00	0.000000e+00
X79	0.000000e+00	0.000000e+00
X111	0.000000e+00	0.000000e+00
