# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	1.455188e-69
R3	1.925287e-26
R4	0.000000e+00
R6	3.842561e+03
R8	0.000000e+00
R9	4.408002e-29
R10	6.179217e-45
R11	1.553976e-26
R12	1.718532e-17
R13	1.453988e-22
R14	3.801160e-17
R15	2.499157e-35
R16	2.441053e-10
R18	1.048261e-24
R19	2.067719e-30
R21	3.479840e-22
R22	1.898095e-22
R23	6.293087e-22
R26	7.294973e-03
R27	2.878944e-24
R28	1.278504e-20
R30	2.891654e-08
R31	7.908046e-06
R32	3.917007e+00
R33	3.936797e+02
R34	1.735369e-18
R35	1.586168e-03
R36	6.053414e-17
R37	4.343705e-08
R38	1.919187e-18
R39	1.048977e-19
R41	8.804442e-45
R44	4.387977e-06
R45	1.177134e-08
R46	5.885672e-10
R47	2.679736e-15
R48	1.607368e-11
R49	5.629305e-19
R50	2.675227e-06
R51	2.288192e-17
R52	6.145822e-13
R53	6.539014e-12
R54	9.496670e-14
R57	3.301531e-29
R59	4.035371e-15
R60	1.206920e-06
R61	1.203987e-07
R62	9.191445e-23
R63	9.415835e-16
R64	2.156120e-12
R65	2.622575e-16
R66	4.954216e-06
R67	8.169162e-06
R68	1.238623e-07
R69	6.785499e-16
R70	1.688065e-01
R71	1.125376e+00
R73	2.552428e-19
R74	1.623819e-23
R75	9.132581e-18
R76	6.300526e-14
R77	6.300526e-13
R78	6.489195e-15
R79	1.020628e-04
R80	1.611924e-11
R81	3.282068e+07
R82	9.220576e-20
R83	1.387728e-13
R84	6.398385e-07
R85	1.685231e-12
R86	1.028277e-12
R87	1.873999e-21
R91	2.169761e-07
R93	1.150469e-09
R94	6.148414e-11
R95	9.640715e-14
R96	8.896117e-06
R97	2.102009e-12
R98	2.909289e-11
R108	1.793285e-16
R109	2.468288e-14
R110	3.378118e-06
R111	7.498647e-06
R112	2.330774e-08
R113	4.013351e-03
R114	8.026701e-03
R115	1.507626e-17
R118	1.717887e+11
R120	5.630588e-73
R121	2.229126e-59
R122	6.061593e-39
R123	3.350943e+04
R127	6.864367e-08
R128	1.538401e-43
R129	6.280038e-26
R130	7.007926e+01
R131	2.372041e-06
R132	2.612381e-07
R133	1.691774e+02
R134	9.227858e+01
R135	3.043852e-16
R136	1.072447e-08
R137	2.884193e-05
R138	4.691157e-05
R140	1.474706e-05
R141	7.373529e-07
R142	1.038963e-03
R143	5.797365e-07
R145	3.838643e+03
R146	2.729231e+04
R147	2.298720e+04
R148	1.393646e+05
R149	5.026345e-15
R152	1.120946e+03
R153	6.339483e+02
R154	3.962177e+01
R155	2.914737e-01
R156	3.290099e-23
R157	2.245210e+02
R159	1.367669e-01
R160	1.966138e-03
R161	2.372365e-03
R162	8.248763e+06
R165	3.991568e-06
R166	4.436387e-04
R167	1.042061e+07
R168	1.036005e+06
R180	1.187578e+10
R181	2.639062e+08
R182	1.138096e+09
R192	6.121885e+11
R193	1.925287e-26
R195	1.380795e-06
R196	2.115381e-25
R197	3.670788e-10
R198	5.739394e-06
R199	1.748270e+02
R200	2.097925e+02
R202	7.674190e+01
R203	6.517194e-04
R204	1.264937e-08
R205	1.338048e-14
R206	7.842788e-06
R209	6.236264e-02
R214	1.274098e-54
R215	1.656359e-08
R216	0.000000e+00
R217	1.811488e-13
R218	1.481153e+00
R221	2.164815e-08
R222	4.861906e-06
R223	3.223476e-04
R224	1.085127e+04
R225	4.715874e-03
R226	2.423815e-09
R227	5.323324e-03
R228	0.000000e+00
R229	0.000000e+00
R230	0.000000e+00
R231	0.000000e+00
R232	0.000000e+00
R244	1.900741e-15
R245	3.280113e-11
R246	1.629653e-08
R247	9.041186e+01
R248	1.428223e-09
R250	2.080193e-04
R251	2.080193e-04
R252	2.329257e-01
R254	1.030423e+01
R255	3.167752e-09
R257	1.672700e+11
R261	4.998869e+09
R263	0.000000e+00
R264	0.000000e+00
R266	0.000000e+00
R267	0.000000e+00
R268	0.000000e+00
R269	0.000000e+00
R271	0.000000e+00
R272	0.000000e+00
R273	0.000000e+00
R274	0.000000e+00
R275	0.000000e+00
R389	9.853007e-06
R390	4.444385e-05
R391	1.646585e-02
R393	3.938036e-03
R394	3.938036e-03
R395	3.730017e-03
R396	8.261903e+01
R397	1.022817e-02
R398	1.893492e+02
R399	1.180272e+01
R400	1.098878e+02
R401	1.659855e-01
R402	5.001687e-03
R403	3.452066e-03
R404	5.001687e-04
R405	6.930088e-04
R406	3.938647e-03
R407	3.918762e+00
R408	8.273651e+06
R409	3.013628e+05
R411	5.022714e+06
R412	3.055484e+06
R413	1.124793e+08
R414	2.347832e+04
R415	8.517375e+07
R416	3.479956e+07
R419	2.942770e+05
R420	1.050989e+05
R421	6.851190e-10
R422	1.070440e+01
R423	3.710531e+05
R424	7.303041e+02
R425	1.207359e-02
R426	2.762509e+08
R427	2.762509e+08
R428	1.034996e-06
R433	7.161092e+07
R434	2.942688e+07
R441	1.118625e+12
R444	9.736563e+08
R445	1.567510e+11
R446	0.000000e+00
R447	2.478956e-05
R448	7.815159e-03
R449	3.309054e+07
R450	1.246410e+08
R451	8.272635e+06
R452	3.752724e-01
R453	1.751271e+00
R454	5.311608e+12
R455	4.628599e+09
R456	2.204095e+07
R458	1.662504e+11
R464	3.661292e+09
R465	5.617822e+05
R466	5.617822e+05
R468	1.070332e-05
R469	3.330887e-03
R470	8.368271e+04
R471	1.510366e+01
R472	7.252157e-05
R477	3.294823e-14
R478	3.294823e-14
R479	1.325640e-22
R480	4.406713e-22
R481	1.099756e-09
R482	1.392025e-12
R483	3.212195e+01
R485	4.915712e-12
R486	4.915712e-12
R487	1.082746e-03
R488	1.044699e-12
R489	1.985651e-03
R490	1.283058e-08
R491	1.961747e-03
R492	1.931415e-03
R493	1.079456e+06
R494	8.401904e-05
R495	2.447747e-17
R496	2.163095e-03
R499	9.883045e-03
R500	1.697949e-04
R501	9.118232e+05
R502	2.512541e+00
R503	6.164241e-02
R504	1.876413e+03
R505	2.480600e-11
R511	2.049873e+12
R512	2.941065e+07
R513	4.056891e+07
R522	3.392057e+07
R525	2.594898e+05
R526	1.979360e+03
R527	0.000000e+00
R528	0.000000e+00
R533	0.000000e+00
R536	0.000000e+00
R537	0.000000e+00
R543	0.000000e+00
R544	0.000000e+00
R545	0.000000e+00
R547	0.000000e+00
R548	0.000000e+00
R551	0.000000e+00
R553	0.000000e+00
R554	0.000000e+00
R555	0.000000e+00
R556	0.000000e+00
R557	0.000000e+00
R558	0.000000e+00
R559	0.000000e+00
R560	0.000000e+00
R561	2.396450e+01
R562	0.000000e+00
R563	0.000000e+00
R564	0.000000e+00
R565	0.000000e+00
R566	0.000000e+00
R567	0.000000e+00
R569	0.000000e+00
R570	0.000000e+00
R571	0.000000e+00
R572	0.000000e+00
R574	0.000000e+00
R575	0.000000e+00
R576	0.000000e+00
R577	0.000000e+00
R578	0.000000e+00
R579	0.000000e+00
R596	8.393675e+06
R597	6.155362e+07
R598	4.649960e+04
R599	2.286230e+05
R608	7.941074e-15
R617	4.015588e-26
R618	4.651427e-18
R645	1.940531e+00
M2	1.435459e-05
M3	8.916781e-02
M4	1.222725e+08
M5	3.846194e+02
M6	5.362323e+02
M7	1.131397e-08
M9	5.460351e-05
M10	2.142550e+03
M12	1.721656e+11
M13	1.846186e+06
M16	3.216000e+09
M17	1.417319e+12
M18	3.923000e+04
M19	5.730112e+10
M21	0.000000e+00
M31	7.879760e+10
M34	3.445178e+11
M35	6.346495e+12
M37	3.248415e-10
M38	1.351420e-06
M44	4.513522e+00
M45	0.000000e+00
M46	0.000000e+00
M47	0.000000e+00
M48	0.000000e+00
M49	0.000000e+00
M50	0.000000e+00
