X3	9.404785e+14	6.506520e-11
X53	1.226249e+22	8.483567e-04
X1	1.485211e+18	1.027515e-07
X56	4.135467e+09	2.861043e-16
X54	1.447450e+25	1.001390e+00
X2	1.201128e+19	8.309775e-07
X4	9.099981e+10	6.295648e-15
X5	2.424533e+14	1.677367e-11
X7	2.615628e+22	1.809572e-03
X6	7.287012e+17	5.041380e-08
X52	1.300891e+25	8.999962e-01
X20	1.182726e+25	8.182463e-01
X22	8.963883e+14	6.201491e-11
X61	7.238555e+05	5.007855e-20
X19	6.846374e+08	4.736532e-17
X58	6.043114e+03	4.180813e-22
X59	2.027770e+03	1.402874e-22
X80	2.959220e+07	2.047280e-18
X60	1.583253e+06	1.095343e-19
X21	3.272667e+20	2.264132e-05
X62	3.576375e+03	2.474246e-22
X24	1.459526e+07	1.009745e-18
X63	2.704822e+05	1.871279e-20
X23	1.012326e+07	7.003586e-19
X71	3.387320e+03	2.343452e-22
X25	3.782814e+08	2.617068e-17
X26	2.888592e-22	1.998417e-47
X64	1.597381e-09	1.105117e-34
X27	6.028745e-01	4.170872e-26
X28	2.143643e-08	1.483038e-33
X29	7.182346e-01	4.968968e-26
X30	7.743436e-04	5.357148e-29
X31	9.607387e+06	6.646687e-19
X32	1.823399e+07	1.261484e-18
X33	6.523321e+07	4.513035e-18
X34	6.278531e+02	4.343681e-23
X35	2.424540e+02	1.677371e-23
X36	1.279819e-05	8.854184e-31
X40	4.361080e+03	3.017129e-22
X41	3.592275e-10	2.485247e-35
X76	1.442295e-24	9.978241e-50
X77	9.872082e-35	6.829811e-60
X42	4.317954e+10	2.987293e-15
X43	1.971968e+15	1.364268e-10
X74	6.069946e+02	4.199375e-23
X75	1.885914e+03	1.304733e-22
X44	7.497271e+08	5.186843e-17
X45	1.169171e+16	8.088685e-10
X46	2.040798e+04	1.411887e-21
X47	1.823485e+03	1.261543e-22
X48	4.255219e+01	2.943892e-24
X68	8.352885e-01	5.778783e-26
X73	4.957579e+11	3.429806e-14
X78	6.107978e+11	4.225687e-14
X79	9.032841e-68	6.249198e-93
X111	0.000000e+00	0.000000e+00
X8	1.072920e+09	7.422788e-17
X9	5.631009e+04	3.895706e-21
X10	2.807689e+02	1.942446e-23
X57	1.576669e+00	1.090788e-25
X11	5.960785e+13	4.123855e-12
X12	7.890181e+12	5.458671e-13
X13	2.431940e+15	1.682491e-10
X14	4.072369e+12	2.817390e-13
X16	1.935496e+04	1.339036e-21
X17	2.597977e+08	1.797361e-17
X18	8.030405e+10	5.555682e-15
X37	1.374982e+08	9.512547e-18
X38	4.363291e-01	3.018659e-26
X39	1.587545e-02	1.098313e-27
X72	3.633488e+12	2.513759e-13
X65	1.575196e+06	1.089769e-19
X66	7.638286e+04	5.284402e-21
X109	6.988252e-01	4.834688e-26
X67	5.318902e-15	3.679780e-40
X110	6.954208e-16	4.811136e-41
X106	7.014692e-14	4.852980e-39
X107	1.049456e-03	7.260462e-29
X108	4.113323e-08	2.845724e-33
X49	2.839776e-06	1.964645e-31
X50	6.698743e-22	4.634397e-47
X51	0.000000e+00	0.000000e+00
X69	0.000000e+00	0.000000e+00
