0.000000 7.690893e-03 3.267944e-03 58.275000 56
0.000010 1.889748e-03 1.880033e-03 65.469444 56
0.000110 2.278723e-04 2.215368e-04 65.469444 56
0.001110 4.183917e-05 2.456340e-05 2.158333 7
0.011110 3.678367e-04 3.380543e-06 2.158333 1
0.111110 2.777738e-05 2.779811e-07 2.158333 1
1.111110 8.704123e-07 3.296314e-08 2.158333 1
11.111110 3.565265e-09 3.170013e-09 69.786111 2
111.111110 2.955324e-10 2.928962e-10 49.641667 32
1111.111110 3.039520e-11 2.936072e-11 49.641667 32
11111.111110 9.256707e-12 9.094738e-12 76.980556 54
111111.111110 3.855785e-13 2.924385e-13 43.886111 5
1111111.111110 2.505204e-13 2.492592e-13 76.980556 19
11111111.111110 1.992260e-14 1.947973e-14 76.980556 54
111111111.111110 1.147850e-15 6.664576e-16 49.641667 32
1111111111.111110 1.442470e-16 8.480726e-17 49.641667 32
11111111111.111111 1.306707e-18 1.297796e-18 5.036111 36
111111111111.111115 2.847070e-19 2.720233e-19 5.036111 36
1111111111111.111084 1.126751e-19 7.038495e-20 49.641667 32
11111111111111.111328 1.168248e-20 6.738295e-21 49.641667 32
111111111111111.109375 1.146750e-22 6.390190e-23 49.641667 32
1111111111111111.125000 4.924684e-24 2.783402e-24 49.641667 32
11111111111111112.000000 1.784443e-25 1.102232e-25 49.641667 32
111111111111111104.000000 5.292022e-27 2.503663e-27 49.641667 32
1111111111111111168.000000 7.457220e-28 4.206986e-28 49.641667 32
11111111111111110656.000000 1.984115e-29 1.534593e-29 49.641667 32
111111111111111114752.000000 4.599836e-30 2.137692e-30 49.641667 32
1111111111111111081984.000000 5.652087e-31 3.334510e-31 49.641667 32
11111111111111111344128.000000 1.918642e-32 1.859366e-32 5.036111 36
111111111111111109246976.000000 6.127371e-33 3.529881e-33 49.641667 32
1111111111111111092469760.000000 6.059190e-35 5.731484e-35 49.641667 32
11111111111111108777213952.000000 2.295850e-35 2.196332e-35 5.036111 36
111111111111111104952008704.000000 9.813140e-36 5.313657e-36 49.641667 32
1111111111111110912081133568.000000 8.348605e-37 4.943023e-37 49.641667 32
11111111111111109670567149568.000000 2.360707e-39 1.995295e-39 49.641667 32
111111111111111105501764517888.000000 2.448447e-39 2.347413e-39 5.036111 36
1111111111111110914280156823552.000000 1.082780e-39 5.958432e-40 49.641667 32
11111111111111109705751521656832.000000 6.828462e-41 4.345030e-41 49.641667 32
111111111111111097057515216568320.000000 4.686471e-42 2.496859e-42 49.641667 32
1111111111111111114690340241539072.000000 7.319368e-43 4.176378e-43 49.641667 32
11111111111111109993981897808543744.000000 1.161348e-44 1.121406e-44 5.036111 36
111111111111111113774877033367601152.000000 3.877283e-45 1.850318e-45 49.641667 32
1111111111111111027068305891418701824.000000 5.516294e-46 2.670569e-46 49.641667 32
11111111111111108499795627838070063104.000000 6.944533e-47 3.362999e-47 49.641667 32
111111111111111089720322761250345844736.000000 8.272121e-48 4.268570e-48 49.641667 32
1111111111111110859424295749546296737792.000000 7.491755e-49 3.823396e-49 49.641667 32
11111111111111107687548592784491086348288.000000 9.501175e-50 5.720029e-50 49.641667 32
111111111111111081711189206303427562307584.000000 1.226359e-51 9.733840e-52 49.641667 32
1111111111111110971854396973706809985466368.000000 3.929139e-52 3.780979e-52 5.036111 36
11111111111111110028028979558413168579444736.000000 1.435866e-52 7.822298e-53 49.641667 32
111111111111111107707930031296413335189192704.000000 1.039730e-53 5.886435e-54 49.641667 32
1111111111111110997851137798699795758347976704.000000 4.725170e-55 2.516588e-55 49.641667 32
11111111111111110612336678101112658331831369728.000000 1.884028e-56 9.719915e-57 49.641667 32
111111111111111113729270382380502992298532929536.000000 1.519134e-57 1.460979e-57 5.036111 36
1111111111111111177857523031108370770879831867392.000000 5.891639e-58 3.342764e-58 49.641667 32
11111111111111112103093783969510434491954339250176.000000 1.176560e-58 5.834059e-59 49.641667 32
111111111111111128819383127497345787715287886331904.000000 1.344281e-59 8.009947e-60 49.641667 32
1111111111111111122040331801858973764176996328275968.000000 2.816986e-61 2.518767e-61 49.641667 32
11111111111111110888096319072360769415818198212673536.000000 9.210491e-62 4.972974e-62 49.641667 32
111111111111111100905595216014112456735339620444667904.000000 6.973569e-63 3.981781e-63 49.641667 32
1111111111111111179197135620610356299040699920330784768.000000 4.647299e-64 4.487936e-64 5.036111 36
11111111111111112132253723127042026453781606635076059136.000000 1.507797e-64 7.812477e-65 49.641667 32
111111111111111121322537231270420264537816066350760591360.000000 1.192863e-65 6.913517e-66 49.641667 32
1111111111111111126113086380943955998754261160974943780864.000000 8.661910e-68 8.464005e-68 49.641667 32
11111111111111112654927438717603506333525003650272031932416.000000 2.710406e-68 1.362079e-68 49.641667 32
111111111111111115398901787910723492567390900178539566333952.000000 4.569271e-69 2.804029e-69 49.641667 32
1111111111111111332394979467352220057959655182972287711182848.000000 3.063351e-70 2.952349e-70 5.036111 36
11111111111111112610325948320542260050453567104975308920455168.000000 1.180425e-70 6.144398e-71 49.641667 32
111111111111111117539773326969663314154819854352782270908071936.000000 1.407402e-71 7.663517e-72 49.641667 32
1111111111111111358085437936059497917008802633063200166072287232.000000 6.166938e-73 3.687039e-73 49.641667 32
11111111111111112484728151362417790517324401793419736918773465088.000000 6.032418e-74 3.061324e-74 49.641667 32
111111111111111133616291337609595414395353014231895487123329908736.000000 8.829580e-75 4.667073e-75 49.641667 32
1111111111111111195858756192329273996399786201555784984263774961664.000000 8.421143e-76 4.263806e-76 49.641667 32
11111111111111113081020819393426181144427813541663208938393942622208.000000 9.137480e-77 5.248993e-77 49.641667 32
111111111111111121830742134173194282000838523207789216617889882177536.000000 1.525165e-78 1.234663e-78 49.641667 32
1111111111111111170416935689672915996310040633630730178093301253537792.000000 6.007647e-79 3.306173e-79 49.641667 32
11111111111111112087293242113201374552687163123884597685617793081278464.000000 2.481983e-80 1.351807e-80 49.641667 32
111111111111111123937923502863791462243565685539464344093656175179988992.000000 2.122397e-81 1.389411e-81 49.641667 32
1111111111111111288419092336346358089902761724204537316736213661675159552.000000 1.895744e-82 9.285702e-83 49.641667 32
11111111111111112491872064901796033159290778291566222160964921337749438464.000000 4.002525e-83 2.327586e-83 49.641667 32
111111111111111115503068045937939185839223648104162597456116046681442615296.000000 9.171867e-84 5.000005e-84 49.641667 32
1111111111111111230355901284019561024421709559533622967789425800382840307712.000000 6.939075e-85 3.866655e-85 49.641667 32
