Type	Std	Rate
R33	5.779339e-23	9.565311e-20	1.711487e-15	1.537000e-13	7.365041e-12	1.960366e-10	4.878990e-09	1.420642e-07	3.055687e-03	4.810468e-03	7.232868e-04	2.983935e-06	8.036323e-09	4.911331e-12	1.167044e-15	2.128761e-19	3.583570e-23	5.793169e-27	8.639037e-31	7.581444e-35	
R34	4.521083e-36	7.541037e-33	5.722992e-31	3.240920e-29	3.350094e-28	7.565261e-28	1.098583e-27	6.828873e-28	2.346873e-22	7.230794e-21	1.135414e-20	6.681592e-22	6.354248e-22	6.314370e-24	1.763026e-26	3.029038e-29	4.079575e-32	8.450419e-35	5.329246e-37	1.205841e-39	
R35	4.905239e-21	3.943596e-18	1.282814e-15	6.400686e-15	2.215486e-14	5.772079e-14	4.988683e-14	4.975571e-14	7.223482e-10	1.079804e-08	6.110549e-09	2.341149e-10	5.528109e-10	2.557568e-11	5.118717e-13	7.999623e-15	1.156756e-16	1.606854e-18	2.059576e-20	1.551079e-22	
R36	1.690957e-28	1.374739e-26	3.798683e-26	1.856748e-25	1.746736e-25	5.739111e-26	1.819793e-26	4.782381e-27	2.524670e-22	1.321653e-21	1.885302e-22	1.206026e-24	3.463090e-25	1.719605e-27	2.882529e-30	5.845382e-33	2.553842e-35	2.267259e-37	1.917895e-39	4.135988e-42	
R37	5.362334e-19	7.326734e-21	9.105743e-20	7.316709e-19	6.353024e-18	2.213728e-17	1.010722e-17	2.534483e-18	1.500285e-14	2.173883e-13	1.145072e-13	2.294771e-15	1.770844e-15	1.922495e-17	2.792715e-19	4.292707e-21	6.192564e-23	8.588236e-25	1.099111e-26	8.278873e-29	
R38	2.792037e-23	1.937971e-20	5.408192e-20	1.478228e-19	1.143971e-19	4.140369e-20	1.390063e-20	3.783692e-21	3.863791e-18	8.671748e-18	1.261212e-18	5.686449e-21	3.113173e-21	9.572324e-24	1.437717e-27	5.972869e-32	2.165794e-36	8.777046e-41	4.485626e-45	1.963209e-49	
R39	8.601309e-21	2.988143e-21	1.554394e-21	1.865654e-21	1.369352e-21	7.362188e-22	3.713000e-22	1.701329e-22	2.887651e-19	6.589145e-19	8.457244e-20	2.786774e-22	1.352215e-23	5.921793e-27	1.003664e-30	1.322486e-34	1.608863e-38	1.879375e-42	2.025538e-46	1.285246e-50	
R41	2.433151e-53	5.304616e-70	1.771288e-79	5.252143e-80	4.336615e-81	1.352959e-82	4.232060e-84	1.636060e-85	3.662384e-84	5.189710e-84	1.297792e-84	3.791581e-86	2.016143e-88	5.144003e-91	9.918298e-94	1.600611e-96	2.135160e-99	4.415671e-102	2.784029e-104	6.291892e-107	
R44	4.607169e-20	1.118784e-20	2.635824e-18	1.205322e-17	4.885182e-17	1.391609e-16	7.983668e-17	1.200096e-17	3.524648e-14	2.172042e-12	4.196164e-12	1.011679e-13	3.174198e-14	9.887946e-17	9.266560e-20	6.581033e-23	4.895818e-26	8.873424e-29	6.994364e-31	2.754176e-33	
R45	9.138185e-23	3.951761e-23	4.780862e-20	1.315439e-19	2.508031e-19	3.354206e-19	2.664977e-19	1.334784e-19	1.076951e-15	1.957378e-14	1.305743e-14	1.897113e-16	3.139938e-16	1.503871e-18	3.360850e-22	3.630227e-26	2.420310e-29	6.562238e-32	3.153136e-34	8.384404e-37	
R46	4.569093e-24	1.975881e-24	2.390431e-21	6.577193e-21	1.254016e-20	1.677103e-20	1.332489e-20	6.673918e-21	5.384757e-17	9.786889e-16	6.528717e-16	9.485565e-18	1.569969e-17	7.519354e-20	1.680425e-23	1.815113e-27	1.210155e-30	3.281119e-33	1.576568e-35	4.192202e-38	
R47	8.336529e-28	4.551810e-26	1.624268e-22	1.080158e-21	1.652855e-21	1.065775e-21	9.156140e-23	1.889159e-24	9.443311e-22	8.760475e-21	1.847188e-21	2.102411e-24	6.012377e-25	3.115859e-27	2.540892e-31	4.627615e-36	6.692135e-41	9.425800e-46	1.440257e-50	1.732032e-55	
R48	1.213464e-17	1.234921e-18	3.409453e-19	4.156880e-19	3.105874e-19	1.702229e-19	8.748783e-20	4.100533e-20	7.323597e-17	1.877755e-16	2.969223e-17	1.232159e-19	8.322080e-21	5.458722e-24	1.305846e-27	2.384965e-31	4.016306e-35	6.493907e-39	9.687592e-43	8.514824e-47	
R49	9.052611e-30	2.502946e-30	1.921590e-30	7.338555e-30	1.736977e-29	3.253534e-29	5.438110e-29	7.275091e-29	4.838970e-25	2.915864e-24	5.834042e-25	2.428505e-27	1.019573e-27	1.688279e-30	5.152240e-34	1.146295e-37	2.375811e-41	4.868037e-45	1.080875e-48	1.831877e-52	
R50	2.815411e-15	9.632156e-17	3.169924e-15	2.944694e-15	3.111987e-15	2.137632e-15	1.836229e-15	1.516031e-15	1.280030e-12	1.772607e-12	2.491892e-12	6.082673e-14	1.951757e-14	6.225497e-17	6.034040e-20	4.850001e-23	4.832275e-26	1.019024e-28	5.942038e-31	3.139165e-33	
R51	9.418099e-15	3.410879e-17	5.891952e-20	3.963336e-20	2.657537e-21	4.669601e-23	4.636344e-25	3.813400e-27	9.674086e-27	1.797232e-26	2.330123e-27	1.470108e-29	1.303278e-32	5.320276e-36	1.197644e-39	4.316731e-43	4.728194e-46	2.592650e-48	4.229918e-50	3.466983e-52	
R52	1.351005e-10	2.855585e-18	3.629329e-21	4.013363e-21	2.483805e-21	4.628542e-22	6.617140e-24	5.193286e-26	1.477284e-26	7.596398e-26	3.636767e-26	7.188143e-28	1.712530e-30	1.528465e-33	2.981710e-36	8.146257e-39	2.946161e-41	2.523663e-43	6.229216e-45	1.783316e-46	
R53	1.578200e-09	4.879820e-11	8.513118e-14	3.202283e-14	1.766354e-15	3.418886e-17	3.594170e-19	3.061923e-21	1.502551e-22	1.196751e-22	1.581963e-23	7.034677e-26	1.189014e-28	3.005615e-32	6.062306e-37	4.476468e-42	4.069384e-47	1.018595e-51	1.004016e-55	1.670126e-59	
R54	2.816544e-17	4.902024e-21	2.606283e-21	2.385243e-21	2.601504e-22	8.970941e-24	2.413257e-26	1.558383e-29	3.743408e-31	1.232401e-30	2.361819e-31	2.651232e-34	2.340761e-37	9.972887e-41	1.092139e-45	3.535386e-51	1.281751e-56	1.115061e-61	3.286130e-66	1.501986e-70	
R57	9.773656e-27	1.437123e-33	3.405101e-35	3.783276e-35	1.692175e-35	2.738127e-36	9.525720e-38	1.171427e-39	4.167524e-38	1.215635e-36	1.693995e-36	3.197346e-38	2.219562e-41	3.791285e-45	3.413164e-49	2.502445e-53	1.722089e-57	4.718628e-61	1.990178e-63	4.330936e-66	
R59	7.837663e-14	3.483496e-16	7.096980e-16	6.123380e-16	2.398647e-16	4.280217e-17	1.683148e-18	1.712612e-20	4.468636e-20	9.232260e-20	1.213240e-20	7.667671e-23	6.710859e-26	2.713248e-29	6.080441e-33	2.059773e-36	1.841696e-39	8.836522e-42	2.063720e-43	1.778016e-45	
R60	1.940984e-04	9.320600e-11	6.785950e-10	9.625176e-10	3.479960e-09	6.585673e-09	3.728953e-10	3.620419e-12	1.059251e-12	6.057333e-12	2.939362e-12	5.819704e-14	1.368829e-16	1.209987e-19	2.349864e-22	6.033819e-25	1.781349e-27	1.335177e-29	4.717613e-31	1.419653e-32	
R61	1.447169e-05	8.514748e-12	6.771769e-11	9.605061e-11	3.472688e-10	6.571910e-10	3.721160e-11	3.612853e-13	1.057037e-13	6.044674e-13	2.933220e-13	5.807542e-15	1.365969e-17	1.207458e-20	2.344953e-23	6.021209e-26	1.777627e-28	1.332387e-30	4.707754e-32	1.416686e-33	
R62	2.561127e-17	5.193078e-23	1.138760e-24	5.233592e-25	1.669031e-25	3.300704e-26	1.377383e-27	1.455814e-29	3.953560e-29	8.532831e-29	1.126909e-29	6.776043e-32	4.534243e-35	7.882538e-39	7.573370e-43	8.035186e-47	1.863471e-50	2.206280e-53	1.250882e-55	2.601559e-58	
R63	2.890300e-11	1.021220e-15	7.208218e-16	3.699046e-16	1.260126e-16	2.602873e-17	1.109212e-18	1.188349e-20	6.053797e-22	5.366919e-22	7.191648e-23	3.204383e-25	5.347175e-28	1.352574e-31	3.932849e-36	2.079952e-40	5.938369e-44	1.401741e-46	3.014278e-48	4.559322e-50	
R64	3.826670e-10	1.059880e-11	1.831051e-11	8.834613e-12	2.846834e-12	5.595876e-13	2.329929e-14	2.455491e-16	1.239344e-17	1.097754e-17	1.470827e-18	6.551729e-21	1.093265e-23	2.737071e-27	5.495949e-32	3.814145e-37	2.830407e-42	6.199210e-47	8.746956e-51	1.529434e-54	
R65	4.284962e-10	3.352701e-15	9.235527e-16	1.956723e-16	5.980183e-17	1.746177e-17	1.092158e-18	1.937596e-20	1.625456e-21	1.463793e-21	1.730831e-22	5.634674e-25	8.333364e-29	2.971490e-33	6.733018e-38	1.482032e-42	3.689802e-47	2.329452e-51	6.931490e-55	1.757125e-58	
R66	3.001608e-06	1.334919e-10	4.408940e-11	2.774613e-11	8.015387e-12	1.221079e-12	2.193551e-14	1.031990e-16	1.456507e-17	3.185272e-16	5.592962e-16	1.329924e-17	1.288246e-20	3.299158e-24	4.152065e-28	5.241163e-32	9.775029e-36	1.094273e-38	1.663592e-40	2.489749e-42	
R67	1.837619e-08	2.792876e-13	1.979379e-10	9.613709e-11	7.632278e-11	5.543615e-11	5.462305e-12	1.059273e-13	4.224240e-14	3.030033e-13	1.862111e-13	2.672897e-15	1.348397e-17	5.258399e-21	1.571060e-25	2.834799e-30	3.867917e-34	5.667797e-37	7.518842e-39	7.987498e-41	
R68	2.235216e-13	4.289274e-16	8.966423e-13	1.052559e-12	6.706481e-13	2.348591e-13	2.502267e-15	1.998961e-18	4.938733e-20	1.808170e-19	3.512349e-20	3.949530e-23	3.442560e-26	1.452645e-29	1.583684e-34	4.818196e-40	1.425967e-45	1.085474e-50	4.579173e-55	2.200054e-59	
R69	1.820411e-15	1.768937e-20	7.955793e-21	5.363286e-21	5.285856e-21	5.377230e-21	1.114629e-21	5.773451e-23	1.898040e-23	4.513776e-23	8.319885e-24	3.421590e-26	4.378394e-29	5.903198e-33	2.408461e-37	8.951278e-42	3.796803e-46	4.204518e-50	2.577411e-53	1.745158e-56	
R70	5.661576e-01	6.807450e-07	1.312416e-05	2.152091e-06	9.470197e-07	3.532940e-07	3.763651e-08	1.203110e-09	5.020797e-11	2.744008e-11	3.553669e-11	8.570053e-13	8.381509e-16	2.176792e-19	2.820667e-23	3.787305e-27	7.722497e-31	8.801302e-34	1.416914e-35	2.990561e-37	
R71	3.774384e+00	4.538300e-06	8.749440e-05	1.434727e-05	6.313465e-06	2.355294e-06	2.509101e-07	8.020731e-09	3.347198e-10	1.829338e-10	2.369113e-10	5.713369e-12	5.587672e-15	1.451195e-18	1.880444e-22	2.524870e-26	5.148331e-30	5.867535e-33	9.446096e-35	1.993707e-36	
R73	6.311490e-24	6.588775e-25	1.504193e-22	9.047412e-22	1.831886e-21	1.054795e-21	2.630718e-22	2.109644e-23	9.844427e-22	3.530476e-21	1.763500e-21	6.178566e-23	9.447478e-25	1.175291e-27	1.046166e-31	4.566684e-36	1.128067e-39	1.889163e-42	2.005102e-44	1.223988e-46	
R74	2.102933e-21	6.601132e-26	9.703235e-26	6.486829e-26	1.364880e-26	1.036867e-27	4.995577e-29	2.046950e-30	2.000577e-28	1.721102e-27	8.281600e-28	9.419700e-30	3.449462e-32	9.059155e-36	1.944843e-40	2.168707e-45	1.337513e-49	5.482432e-53	1.409559e-55	2.071377e-58	
R75	1.573732e-16	8.007603e-19	6.656137e-18	3.455555e-18	6.367624e-19	5.334545e-20	2.905175e-21	9.849473e-23	7.060155e-22	4.302030e-22	1.952140e-23	7.434864e-26	3.432608e-28	2.133796e-31	1.140314e-35	5.875135e-40	4.707851e-43	3.379100e-45	4.810656e-47	2.798821e-49	
R76	2.598480e-12	1.128833e-13	9.476355e-13	2.751099e-13	4.170282e-14	3.848503e-15	2.219141e-16	7.792638e-18	1.080496e-18	2.822687e-19	1.305924e-20	3.505562e-23	3.085771e-25	1.187795e-28	5.687538e-34	6.003271e-40	3.992507e-45	1.308122e-49	1.125130e-53	1.328502e-57	
R77	2.598480e-11	1.128833e-12	9.476355e-12	2.751099e-12	4.170282e-13	3.848503e-14	2.219141e-15	7.792638e-17	1.080496e-17	2.822687e-18	1.305924e-19	3.505562e-22	3.085771e-24	1.187795e-27	5.687538e-33	6.003271e-39	3.992507e-44	1.308122e-48	1.125130e-52	1.328502e-56	
R78	1.142576e-09	3.976870e-14	7.950193e-14	1.013499e-14	1.457112e-15	1.997501e-16	1.730225e-17	1.022785e-18	2.357121e-19	6.260551e-20	2.556150e-21	5.014708e-24	3.912314e-27	2.144889e-31	1.158955e-36	3.879926e-42	8.657151e-47	8.175997e-51	1.483021e-54	2.538688e-58	
R79	4.072689e-06	8.456427e-10	2.074053e-09	7.853549e-10	1.067266e-10	7.633299e-12	1.899042e-13	2.976915e-15	1.154221e-15	7.444730e-15	4.513809e-15	6.468049e-17	3.305080e-19	1.301378e-22	3.905625e-27	7.498307e-32	1.253314e-35	2.098853e-38	1.945079e-40	1.965767e-42	
R80	9.698252e-18	3.314183e-20	3.557599e-16	2.512824e-16	7.531734e-17	1.238306e-17	1.827144e-19	4.863483e-22	3.300988e-23	3.564460e-23	2.390843e-24	1.620108e-27	7.449321e-30	4.832947e-33	1.256455e-38	5.813962e-45	1.542067e-50	1.756014e-55	4.515747e-60	1.465082e-64	
R81	1.322064e-02	1.957617e-02	2.311512e+01	2.952912e+01	1.395418e+01	4.788333e+00	9.011657e-01	1.209871e-01	8.670458e-02	7.770609e-02	1.609844e-02	2.855297e-04	5.182328e-12	3.983946e-15	9.260256e-19	9.535145e-23	6.486176e-26	1.914893e-28	1.067394e-30	4.096196e-33	
R82	1.914233e-21	1.229800e-21	3.015175e-20	3.783321e-20	5.595229e-21	2.260017e-22	1.330852e-24	1.858701e-27	8.254318e-28	2.567232e-28	3.682162e-30	1.098591e-33	8.763710e-37	5.894662e-40	1.149477e-44	9.985737e-50	1.735622e-54	6.471515e-59	2.929816e-63	7.708994e-68	
R83	3.160701e-16	1.733651e-15	4.292710e-14	3.012046e-14	3.664425e-15	1.630445e-16	1.016582e-18	1.470554e-21	1.263253e-23	1.684436e-24	2.463259e-26	5.179892e-30	7.878209e-33	3.281313e-36	5.733241e-42	1.020352e-48	1.471899e-55	2.505262e-62	6.852335e-69	3.659189e-75	
R84	2.428211e-08	6.418338e-09	3.193092e-07	9.838346e-08	1.135212e-08	7.503172e-10	7.027546e-12	1.711293e-14	2.443387e-16	3.312438e-17	4.274859e-19	6.569802e-23	8.856071e-27	5.253569e-31	1.035824e-36	5.846948e-43	2.829769e-49	1.388319e-55	8.008053e-62	6.199768e-68	
R85	6.545566e-23	4.418409e-23	1.765979e-18	3.014780e-18	7.252266e-19	5.748847e-20	9.172096e-23	1.005732e-26	4.229112e-29	2.330900e-29	4.941757e-31	2.623285e-35	2.084101e-38	1.463041e-41	1.387910e-47	1.082861e-54	6.229799e-62	3.685287e-69	3.013727e-76	4.422040e-83	
R86	3.993904e-23	2.695978e-23	1.077547e-18	1.839527e-18	4.425112e-19	3.507771e-20	5.596533e-23	6.136668e-27	2.580475e-29	1.422244e-29	3.015309e-31	1.600649e-35	1.271655e-38	8.927027e-42	8.468601e-48	6.607288e-55	3.801234e-62	2.248650e-69	1.838884e-76	2.698194e-83	
R87	4.584773e-25	4.397140e-29	5.500714e-29	5.392740e-29	2.006613e-29	4.620630e-30	1.434282e-31	1.019724e-33	5.705692e-35	2.042649e-35	4.109323e-37	7.978061e-41	9.305106e-44	2.087149e-47	7.409716e-53	7.062241e-59	5.823067e-65	5.011151e-71	5.954836e-77	1.231384e-82	
R91	4.430014e-11	2.685201e-10	2.460988e-10	6.559164e-10	5.204470e-10	1.228071e-10	1.981325e-11	1.486845e-12	1.535840e-11	7.770068e-12	9.199995e-13	9.206373e-15	5.744522e-18	9.787083e-22	9.325473e-26	6.882979e-30	4.294552e-34	4.288947e-38	1.413308e-41	2.851726e-45	
R93	8.607089e-10	7.097110e-12	4.012087e-14	9.229629e-15	6.664964e-16	2.288206e-17	8.061130e-19	2.557479e-20	4.058001e-20	3.488248e-21	3.752022e-23	4.081467e-26	7.689613e-30	6.546405e-34	3.744871e-38	3.262389e-42	6.603102e-46	2.826342e-49	1.249243e-52	2.402416e-56	
R94	3.924803e-12	3.264936e-15	1.854380e-18	2.385514e-19	1.417082e-20	5.359187e-22	1.999023e-23	6.568903e-25	2.016185e-26	7.430291e-28	8.148577e-30	6.247555e-33	2.244157e-36	1.183044e-40	6.063816e-46	1.082219e-51	1.817943e-57	3.552067e-63	9.485373e-69	3.702070e-74	
R95	2.908904e-14	5.660132e-23	1.829420e-25	3.937258e-26	1.224930e-26	3.646090e-27	2.324000e-28	4.217387e-30	3.722914e-31	3.767192e-31	5.487779e-32	2.249894e-34	4.631636e-38	2.473660e-42	7.911186e-47	2.413663e-51	8.318384e-56	7.268996e-60	2.993851e-63	1.051284e-66	
R96	3.360211e-06	4.260788e-11	5.064137e-11	6.557884e-12	9.597662e-13	1.341227e-13	1.183939e-14	7.158806e-16	1.736063e-16	5.181153e-17	2.606179e-18	6.438946e-21	6.992360e-24	5.741782e-28	4.378993e-33	2.031975e-38	6.276057e-43	8.204221e-47	2.059808e-50	4.884307e-54	
R97	2.051275e-19	1.257558e-24	2.433077e-25	7.615165e-26	8.944708e-27	6.026661e-28	5.752375e-30	1.432839e-32	2.152745e-34	3.279279e-35	5.213825e-37	1.009109e-40	1.893424e-44	1.682337e-48	4.681773e-54	3.663034e-60	2.454028e-66	1.666489e-72	1.330525e-78	1.426874e-84	
R98	6.926892e-11	1.299263e-20	5.122717e-24	2.239678e-25	1.816865e-26	1.304061e-27	1.244558e-28	1.240482e-29	3.148052e-31	7.158412e-33	7.588011e-34	3.149694e-36	6.631026e-40	3.626290e-44	1.199460e-48	4.141703e-53	1.911700e-57	1.943669e-61	5.922046e-65	2.789955e-68	
R108	4.321168e-16	3.568822e-18	2.216327e-17	4.500714e-17	5.051155e-17	1.493822e-17	4.028053e-18	5.324685e-19	2.600172e-18	7.104912e-19	7.478841e-19	4.402268e-20	1.304992e-22	1.081176e-25	4.173951e-29	1.355803e-32	5.004987e-36	6.519127e-39	8.396856e-41	1.018372e-42	
R109	2.424279e-08	9.759000e-12	2.206657e-12	3.867741e-13	3.950501e-14	1.699850e-15	1.000865e-16	5.593458e-18	4.195738e-18	1.947966e-19	1.862740e-20	1.191912e-22	1.066839e-25	4.416582e-29	1.023655e-32	3.924605e-36	4.699734e-39	2.623636e-41	4.532804e-43	5.239466e-45	
R110	7.687832e+00	5.201104e-07	5.289532e-07	1.524124e-07	1.436831e-07	6.556777e-08	5.558858e-09	2.964323e-10	2.493318e-11	3.204056e-12	1.131369e-12	2.267917e-14	5.455257e-17	4.937679e-20	9.917600e-23	2.882135e-25	1.139593e-27	9.938171e-30	2.597668e-31	1.048767e-32	
R111	8.193889e+00	3.889557e-04	1.097094e-04	1.143696e-05	1.015908e-06	5.060025e-08	3.228664e-09	1.899853e-10	2.782377e-12	5.543105e-14	5.404915e-15	2.438259e-17	4.161020e-20	1.077737e-23	3.241011e-28	1.939924e-32	7.417836e-36	2.037252e-38	3.240813e-40	6.576674e-42	
R112	5.337156e-03	1.834303e-05	4.188829e-06	4.105675e-07	3.449681e-08	1.635098e-09	1.019359e-10	5.900525e-12	8.561622e-14	1.704156e-15	1.661492e-16	7.493205e-19	1.278725e-21	3.278037e-25	6.807571e-30	5.346933e-35	5.314165e-40	1.354221e-44	1.413526e-48	3.315988e-52	
R113	9.825874e-03	2.103958e-08	2.082905e-06	2.055116e-07	4.254213e-08	7.451043e-09	1.099280e-09	1.170869e-10	1.342335e-11	2.163714e-12	9.675881e-13	1.406184e-14	7.254666e-17	2.896873e-20	8.951387e-25	1.828008e-29	3.340501e-33	5.695288e-36	5.589155e-38	7.966017e-40	
